,YEAR,STATE,total energy generation,clean energy generation,clean_energy_percent
356,1996,WY,82943992.0,2463594.0,0.02970189811939604
357,1997,AK,12309694.0,2208712.0,0.17942866816998052
358,1997,AL,239084664.0,23088460.0,0.09657022585103994
359,1997,AR,90387200.0,7053034.0,0.07803133629540467
360,1997,AZ,157650400.0,24802982.0,0.15732901407164207
361,1997,CA,345595190.0,121507564.0,0.3515892799318185
362,1997,CO,75285122.0,4203768.0,0.05583796490361004
363,1997,CT,35348596.0,5071504.0,0.1434711579492436
365,1997,DE,14445270.0,,
366,1997,FL,336493986.0,7094220.0,0.021082754210055926
367,1997,GA,215251916.0,9061378.0,0.04209661947910373
368,1997,HI,20624494.0,1965120.0,0.09528088301220869
369,1997,IA,70837880.0,1815562.0,0.02562981839659798
370,1997,ID,31178020.0,29369786.0,0.94200292385469
371,1997,IL,270281538.0,1477430.0,0.005466263108211261
372,1997,IN,229457814.0,1371298.0,0.005976253220995124
373,1997,KS,75834970.0,27762.0,0.00036608440670577174
374,1997,KY,183144190.0,6760466.0,0.03691335226086069
375,1997,LA,165643286.0,2280770.0,0.013769166593326337
376,1997,MA,89930656.0,5110276.0,0.05682462718830829
377,1997,MD,93414792.0,4351934.0,0.046587204304859985
378,1997,ME,20666812.0,8371786.0,0.40508357070263185
379,1997,MI,213941518.0,3439422.0,0.01607645880123184
380,1997,MN,86480590.0,3640404.0,0.042095041210981565
381,1997,MO,142748370.0,3062738.0,0.021455502434108355
382,1997,MS,67357904.0,1964.0,2.9157676877831592e-05
383,1997,MT,57173892.0,26812988.0,0.46897258629865535
384,1997,NC,230989378.0,11916520.0,0.05158903886913796
385,1997,ND,59705206.0,6647432.0,0.11133756074805269
386,1997,NE,56898534.0,3378826.0,0.05938335775048264
387,1997,NH,31760446.0,3628790.0,0.1142550076280415
388,1997,NJ,83512522.0,2124048.0,0.02543388642963028
389,1997,NM,62924714.0,530044.0,0.008423462997384461
390,1997,NV,54063044.0,8365950.0,0.1547443388500285
391,1997,NY,281663296.0,63264206.0,0.2246093363900705
392,1997,OH,285622496.0,1014924.0,0.0035533755716496505
393,1997,OK,105727954.0,5651850.0,0.05345653430501455
394,1997,OR,104825708.0,93588542.0,0.8928014299698315
395,1997,PA,386926396.0,6822710.0,0.01763309526186991
396,1997,RI,15419106.0,224198.0,0.01454027230891337
397,1997,SC,161656116.0,4341218.0,0.02685464742948544
398,1997,SD,24899002.0,18024520.0,0.7239053195786723
399,1997,TN,193628146.0,20853628.0,0.10769936308743049
400,1997,TX,672639020.0,3921830.0,0.005830512181704832
401,1997,UT,69424424.0,3025358.0,0.04357771841218301
402,1997,VA,137030668.0,2423756.0,0.01768769017458194
403,1997,VT,11361076.0,2134884.0,0.18791213085802788
404,1997,WA,244252334.0,208786068.0,0.8547966137347126
405,1997,WI,102828016.0,5635950.0,0.05480947915984297
406,1997,WV,183057754.0,2277538.0,0.01244163631549855
407,1997,WY,82819124.0,2761426.0,0.03334285448370596
408,1998,AK,11657690.0,2226664.0,0.1910038781267987
409,1998,AL,239724250.0,21145630.0,0.08820813914320308
410,1998,AR,91330602.0,6249060.0,0.0684224111432004
411,1998,AZ,164190144.0,22478360.0,0.13690444171849925
412,1998,CA,379201412.0,138513208.0,0.36527608710486553
413,1998,CO,77763126.0,3076420.0,0.03956142400962636
414,1998,CT,39382984.0,5018906.0,0.12743843889533613
416,1998,DE,13797170.0,,
417,1998,FL,379257992.0,7183746.0,0.018941581064954856
418,1998,GA,230647412.0,10232342.0,0.044363567365759124
419,1998,HI,20456164.0,1763406.0,0.08620413876228211
420,1998,IA,76897578.0,2005762.0,0.026083552332428466
421,1998,ID,27817346.0,25871200.0,0.9300384012191529
422,1998,IL,276929124.0,1527214.0,0.005514819019179796
423,1998,IN,234943050.0,1205558.0,0.005131277558540251
424,1998,KS,83170456.0,22850.0,0.0002747369811222389
425,1998,KY,181866056.0,6232036.0,0.03426717517863807
426,1998,LA,179297222.0,2432462.0,0.013566646336550602
427,1998,MA,91367232.0,5022444.0,0.0549698605294292
428,1998,MD,101306034.0,4689566.0,0.04629108272069954
429,1998,ME,22006634.0,9029326.0,0.41030018493514275
430,1998,MI,200954788.0,2937718.0,0.014618800722478929
431,1998,MN,96035810.0,3743210.0,0.03897723151395297
432,1998,MO,150374692.0,4715532.0,0.03135854801950318
433,1998,MS,68818112.0,1370.0,1.9907549919416564e-05
434,1998,MT,56921036.0,22235880.0,0.39064433050726627
435,1998,NC,242757648.0,11784602.0,0.04854471979395681
436,1998,ND,61343902.0,4594944.0,0.07490465800496356
437,1998,NE,57593582.0,3400854.0,0.059049183639940994
438,1998,NH,32177706.0,3661106.0,0.11377771926935998
439,1998,NJ,107715266.0,2370508.0,0.022007168417520317
440,1998,NM,64648138.0,491236.0,0.007598610187349866
441,1998,NV,61227040.0,9406838.0,0.15363862110596888
442,1998,NY,289726496.0,60677286.0,0.20942953729713418
443,1998,OH,295880114.0,813336.0,0.002748870104869569
444,1998,OK,112458486.0,6843986.0,0.0608578884834
445,1998,OR,102296968.0,80028632.0,0.7823167544907098
446,1998,PA,382383036.0,7630536.0,0.019955215795713282
447,1998,RI,15349022.0,239662.0,0.015614154439286099
448,1998,SC,174493122.0,5283758.0,0.030280608997299046
449,1998,SD,18177980.0,11515200.0,0.6334697254590445
450,1998,TN,195456914.0,20471970.0,0.1047390423855766
451,1998,TX,710640328.0,3198672.0,0.004501112410834078
452,1998,UT,71820860.0,2949536.0,0.04106795713668703
453,1998,VA,144398878.0,2778458.0,0.019241548400396852
454,1998,VT,9892594.0,2388098.0,0.24140260886072956
455,1998,WA,204317016.0,160052226.0,0.7833524056557286
456,1998,WI,112894862.0,4234084.0,0.03750466518130825
457,1998,WV,185644372.0,2172688.0,0.011703495110533165
458,1998,WY,90694592.0,2688734.0,0.02964602343654625
459,1999,AK,11604616.0,1633216.0,0.14073847855025964
460,1999,AL,241315016.0,15547864.0,0.06442974108167392
461,1999,AR,93107878.0,5399122.0,0.05798781065550651
462,1999,AZ,167786346.0,20175272.0,0.12024382484615286
463,1999,CA,376638446.0,119007526.0,0.3159728574283678
464,1999,CO,79042576.0,3261212.0,0.04125892860576811
465,1999,CT,57193796.0,5061660.0,0.08850015830388316
467,1999,DE,13703476.0,,
468,1999,FL,374526852.0,7351144.0,0.019627815631227424
469,1999,GA,234677490.0,5500400.0,0.023438123528592366
470,1999,HI,20807852.0,1837696.0,0.0883174294011703
471,1999,IA,77602962.0,2725106.0,0.03511600497929448
472,1999,ID,28873296.0,26998302.0,0.9350613106311105
473,1999,IL,326821040.0,1675356.0,0.005126218312015652
474,1999,IN,243529002.0,1065904.0,0.004376907847714992
475,1999,KS,84140460.0,24734.0,0.00029396083643944896
476,1999,KY,185363816.0,5113144.0,0.027584369540601172
477,1999,LA,179883506.0,1855088.0,0.010312718721415181
478,1999,MA,81150784.0,4886642.0,0.06021681811478248
479,1999,MD,103371242.0,4077342.0,0.03944367815567119
480,1999,ME,25347858.0,8567432.0,0.3379943188887992
481,1999,MI,206479430.0,3010480.0,0.014580047998001545
482,1999,MN,97038758.0,4790492.0,0.04936679012317944
483,1999,MO,147631420.0,3603572.0,0.0244092483835758
484,1999,MS,69689944.0,,
485,1999,MT,62838668.0,27644124.0,0.4399221829463349
486,1999,NC,234715230.0,7904474.0,0.033676868774131105
487,1999,ND,62834806.0,5229446.0,0.08322530668750693
488,1999,NE,60111502.0,3470464.0,0.05773377614154442
489,1999,NH,32378494.0,3304098.0,0.10204606798574387
490,1999,NJ,113606842.0,2474282.0,0.02177933966336288
491,1999,NM,65043712.0,507446.0,0.007801615012378137
